user_id,movie_id,rating,timestamp,movie_title,genres,avg_rating
712,776,4,874730155,Three Wishes (1995),unknown,4
712,88,4,874730155,Sleepless in Seattle (1993),Romance,4
712,4,4,874730179,Get Shorty (1995),Action,4
712,238,3,874730206,Raising Arizona (1987),unknown,3
712,785,5,874730206,Only You (1994),Romance,5
712,1469,4,874730206,Tom and Huck (1995),"Adventure, Children",4
712,660,4,874730234,Fried Green Tomatoes (1991),unknown,4
712,365,3,874730234,Powder (1995),unknown,3
712,585,4,874730234,Son in Law (1993),unknown,4
712,419,3,874730234,Mary Poppins (1964),"Children, Musical",3
712,1503,4,874730235,Gold Diggers: The Secret of Bear Mountain (1995),"Adventure, Children",4
712,72,4,874730261,"Mask, The (1994)",Fantasy,4
712,228,3,874730261,Star Trek: The Wrath of Khan (1982),"Action, Adventure, Sci-Fi",3
712,71,5,874730261,"Lion King, The (1994)","Animation, Children, Musical",5
712,560,3,874730261,"Kid in King Arthur's Court, A (1995)","Adventure, Children, Fantasy, Romance, Sci-Fi",3
712,622,4,874730293,Swiss Family Robinson (1960),"Adventure, Children",4
712,210,5,874730293,Indiana Jones and the Last Crusade (1989),"Action, Adventure",5
712,73,5,874730293,Maverick (1994),"Action, Western",5
712,141,3,874730320,"20,000 Leagues Under the Sea (1954)","Adventure, Children, Fantasy, Sci-Fi",3
712,393,3,874730320,Mrs. Doubtfire (1993),unknown,3
712,662,5,874730320,Somewhere in Time (1980),Romance,5
712,584,4,874730342,"Secret Garden, The (1993)",Children,4
712,716,5,874730370,Home for the Holidays (1995),Romance,5
712,378,4,874730370,Miracle on 34th Street (1994),unknown,4
712,732,5,874730370,Dave (1993),Romance,5
712,949,4,874730370,How to Make an American Quilt (1995),Romance,4
712,191,3,874730396,Amadeus (1984),Mystery,3
712,196,4,874730396,Dead Poets Society (1989),unknown,4
712,83,4,874730396,Much Ado About Nothing (1993),Romance,4
712,59,2,874730420,Three Colors: Red (1994),unknown,2
712,136,1,874730443,Mr. Smith Goes to Washington (1939),unknown,1
712,655,5,874730467,Stand by Me (1986),Adventure,5
712,404,3,874730467,Pinocchio (1940),"Animation, Children",3
712,230,3,874730467,Star Trek IV: The Voyage Home (1986),"Action, Adventure, Sci-Fi",3
712,1053,4,874730490,Now and Then (1995),unknown,4
712,941,5,874730491,With Honors (1994),unknown,5
712,729,5,874730491,Nell (1994),unknown,5
712,568,5,874730491,Speed (1994),"Action, Romance, Thriller",5
712,506,3,874730520,Rebel Without a Cause (1955),unknown,3
712,60,1,874730520,Three Colors: Blue (1993),unknown,1
712,495,4,874730520,Around the World in 80 Days (1956),Adventure,4
712,946,4,874730521,"Fox and the Hound, The (1981)","Animation, Children",4
712,486,4,874730521,Sabrina (1954),Romance,4
712,95,4,874730552,Aladdin (1992),"Animation, Children, Musical",4
712,431,3,874730552,Highlander (1986),"Action, Adventure",3
712,747,3,874730552,Benny & Joon (1993),Romance,3
712,38,4,874730553,"Net, The (1995)","Sci-Fi, Thriller",4
851,418,3,874730553,Cinderella (1950),"Animation, Children, Musical",3
851,111,3,874767408,"Truth About Cats & Dogs, The (1996)",Romance,3
851,1014,3,874767408,Romy and Michele's High School Reunion (1997),unknown,3
851,845,3,874767408,That Thing You Do! (1996),unknown,3
851,742,5,874767519,Ransom (1996),Thriller,5
851,405,5,874767550,Mission: Impossible (1996),"Action, Adventure, Mystery",5
851,824,4,874767550,"Great White Hype, The (1996)",unknown,4
851,815,3,874767550,One Fine Day (1996),Romance,3
119,300,5,874774286,Air Force One (1997),"Action, Thriller",5
119,286,5,874774286,"English Patient, The (1996)","Romance, War",5
119,322,4,874774449,Murder at 1600 (1997),"Mystery, Thriller",4
119,323,4,874774449,Dante's Peak (1997),"Action, Thriller",4
119,100,5,874774575,Fargo (1996),Thriller,5
119,458,5,874774575,Nixon (1995),unknown,5
119,866,3,874774575,Michael (1996),Romance,3
119,275,5,874774575,Sense and Sensibility (1995),Romance,5
119,50,5,874774718,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War",5
119,455,4,874774719,Jackie Chan's First Strike (1996),Action,4
119,741,4,874774815,"Last Supper, The (1995)",Thriller,4
119,235,5,874774956,Mars Attacks! (1996),"Action, Sci-Fi, War",5
119,813,4,874774956,"Celluloid Closet, The (1995)",unknown,4
119,718,5,874774956,In the Bleak Midwinter (1995),unknown,5
119,277,4,874774993,Restoration (1995),unknown,4
119,237,5,874775038,Jerry Maguire (1996),Romance,5
119,298,4,874775038,Face/Off (1997),"Action, Sci-Fi, Thriller",4
119,282,5,874775136,"Time to Kill, A (1996)",unknown,5
119,412,4,874775136,"Very Brady Sequel, A (1996)",unknown,4
119,1086,4,874775136,It's My Party (1995),unknown,4
119,7,5,874775185,Twelve Monkeys (1995),Sci-Fi,5
119,628,4,874775185,Sleepers (1996),unknown,4
119,1016,5,874775262,Con Air (1997),"Action, Adventure, Thriller",5
119,276,2,874775262,Leaving Las Vegas (1995),Romance,2
119,125,5,874775262,Phenomenon (1996),Romance,5
119,93,4,874775262,Welcome to the Dollhouse (1995),unknown,4
119,121,4,874775311,Independence Day (ID4) (1996),"Action, Sci-Fi, War",4
119,222,5,874775311,Star Trek: First Contact (1996),"Action, Adventure, Sci-Fi",5
119,982,4,874775406,Maximum Risk (1996),"Action, Adventure, Thriller",4
119,829,5,874775406,Fled (1996),"Action, Adventure",5
119,472,4,874775406,Dragonheart (1996),"Action, Adventure, Fantasy",4
119,823,3,874775406,Mulholland Falls (1996),"Film-Noir, Thriller",3
119,181,4,874775406,Return of the Jedi (1983),"Action, Adventure, Romance, Sci-Fi, War",4
119,742,5,874775406,Ransom (1996),Thriller,5
119,597,4,874775465,Eraser (1996),"Action, Thriller",4
119,762,4,874775465,Beautiful Girls (1996),unknown,4
119,287,4,874775465,Marvin's Room (1996),unknown,4
119,924,4,874775535,White Squall (1996),Adventure,4
119,117,5,874775535,"Rock, The (1996)","Action, Adventure, Thriller",5
119,475,4,874775580,Trainspotting (1996),unknown,4
119,109,5,874775580,Mystery Science Theater 3000: The Movie (1996),Sci-Fi,5
119,274,4,874775580,Sabrina (1995),Romance,4
119,826,4,874775580,"Phantom, The (1996)",Adventure,4
119,257,4,874775614,Men in Black (1997),"Action, Adventure, Sci-Fi",4
119,473,3,874775647,James and the Giant Peach (1996),"Animation, Children, Musical",3
119,1202,4,874775680,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",unknown,4
119,250,2,874775731,"Fifth Element, The (1997)","Action, Sci-Fi",2
119,827,3,874775815,Daylight (1996),"Action, Adventure, Thriller",3
119,405,4,874775815,Mission: Impossible (1996),"Action, Adventure, Mystery",4
119,105,2,874775849,Sgt. Bilko (1996),unknown,2
119,255,3,874775914,My Best Friend's Wedding (1997),Romance,3
119,546,4,874775914,Broken Arrow (1996),"Action, Thriller",4
119,717,3,874775945,"Juror, The (1996)",Thriller,3
119,930,3,874775945,Chain Reaction (1996),"Action, Adventure, Thriller",3
119,831,2,874775980,Escape from L.A. (1996),"Action, Adventure, Sci-Fi, Thriller",2
119,1034,3,874775980,"Quest, The (1996)","Action, Adventure",3
640,790,4,874777260,Tommy Boy (1995),unknown,4
640,11,4,874777440,Seven (Se7en) (1995),Thriller,4
640,496,4,874777491,It's a Wonderful Life (1946),unknown,4
640,12,5,874777491,"Usual Suspects, The (1995)",Thriller,5
640,56,5,874777528,Pulp Fiction (1994),unknown,5
640,180,5,874777528,Apocalypse Now (1979),War,5
640,382,4,874777528,"Adventures of Priscilla, Queen of the Desert, The (1994)",unknown,4
640,170,5,874777583,Cinema Paradiso (1988),Romance,5
640,474,4,874777623,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Sci-Fi, War",4
640,134,5,874777623,Citizen Kane (1941),unknown,5
640,770,4,874777658,Devil in a Blue Dress (1995),"Film-Noir, Mystery, Thriller",4
640,64,5,874777701,"Shawshank Redemption, The (1994)",unknown,5
640,175,5,874777735,Brazil (1985),Sci-Fi,5
640,81,5,874777735,"Hudsucker Proxy, The (1994)",Romance,5
640,47,4,874777735,Ed Wood (1994),unknown,4
640,55,5,874777765,"Professional, The (1994)","Romance, Thriller",5
640,461,4,874777833,Smoke (1995),unknown,4
640,169,5,874777890,"Wrong Trousers, The (1993)",Animation,5
640,182,5,874777925,GoodFellas (1990),unknown,5
640,318,5,874777948,Schindler's List (1993),War,5
640,204,5,874777974,Back to the Future (1985),Sci-Fi,5
640,91,4,874777998,"Nightmare Before Christmas, The (1993)","Children, Musical",4
640,85,5,874778065,"Ref, The (1994)",unknown,5
640,70,4,874778065,Four Weddings and a Funeral (1994),Romance,4
640,4,4,874778065,Get Shorty (1995),Action,4
640,941,5,874778095,With Honors (1994),unknown,5
640,580,5,874778096,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Romance,5
640,209,5,874778154,This Is Spinal Tap (1984),Musical,5
640,189,5,874778181,"Grand Day Out, A (1992)",Animation,5
640,693,5,874778207,Casino (1995),unknown,5
640,201,4,874778240,Evil Dead II (1987),"Action, Adventure, Horror",4
640,96,5,874778240,Terminator 2: Judgment Day (1991),"Action, Sci-Fi, Thriller",5
640,663,5,874778240,Being There (1979),unknown,5
640,357,5,874778274,One Flew Over the Cuckoo's Nest (1975),unknown,5
640,239,5,874778274,Sneakers (1992),Sci-Fi,5
640,214,5,874778274,Pink Floyd - The Wall (1982),"Musical, War",5
640,53,4,874778274,Natural Born Killers (1994),"Action, Thriller",4
640,1073,5,874778299,Shallow Grave (1994),Thriller,5
640,428,5,874778299,Harold and Maude (1971),unknown,5
640,42,5,874778345,Clerks (1994),unknown,5
640,66,4,874778345,While You Were Sleeping (1995),Romance,4
640,202,5,874778366,Groundhog Day (1993),Romance,5
640,231,5,874778424,Batman Returns (1992),"Action, Adventure",5
640,233,4,874778479,Under Siege (1992),Action,4
640,22,4,874778479,Braveheart (1995),"Action, War",4
640,68,4,874778479,"Crow, The (1994)","Action, Romance, Thriller",4
640,540,3,874778479,Money Train (1995),Action,3
640,161,4,874778479,Top Gun (1986),"Action, Romance",4
640,92,4,874778515,True Romance (1993),"Action, Romance",4
640,79,5,874778515,"Fugitive, The (1993)","Action, Thriller",5
640,195,4,874778515,"Terminator, The (1984)","Action, Sci-Fi, Thriller",4
640,2,4,874778568,GoldenEye (1995),"Action, Adventure, Thriller",4
640,684,4,874778568,In the Line of Fire (1993),"Action, Thriller",4
640,385,5,874778569,True Lies (1994),"Action, Adventure, Romance",5
640,566,4,874778569,Clear and Present Danger (1994),"Action, Adventure, Thriller",4
640,568,4,874778569,Speed (1994),"Action, Romance, Thriller",4
640,226,5,874778569,Die Hard 2 (1990),"Action, Thriller",5
640,62,3,874778612,Stargate (1994),"Action, Adventure, Sci-Fi",3
640,38,4,874778612,"Net, The (1995)","Sci-Fi, Thriller",4
640,578,3,874778612,Demolition Man (1993),"Action, Sci-Fi",3
640,720,3,874778612,First Knight (1995),"Action, Adventure, Romance",3
640,761,5,874778613,Nick of Time (1995),"Action, Thriller",5
640,33,3,874778696,Desperado (1995),"Action, Romance, Thriller",3
640,550,4,874778722,Die Hard: With a Vengeance (1995),"Action, Thriller",4
640,373,3,874778756,Judge Dredd (1995),"Action, Adventure, Sci-Fi",3
640,802,3,874778756,Hard Target (1993),"Action, Adventure, Thriller",3
640,391,3,874778756,Last Action Hero (1993),Action,3
119,252,3,874780832,"Lost World: Jurassic Park, The (1997)","Action, Adventure, Sci-Fi, Thriller",3
119,825,3,874780860,"Arrival, The (1996)","Action, Sci-Fi, Thriller",3
594,319,3,874780864,Everyone Says I Love You (1996),"Musical, Romance",3
594,292,3,874780864,Rosewood (1997),unknown,3
594,245,3,874780909,"Devil's Own, The (1997)","Action, Thriller, War",3
594,988,2,874780945,"Beautician and the Beast, The (1997)",Romance,2
119,977,3,874780969,"Substitute, The (1996)",Action,3
119,1259,3,874780996,Pie in the Sky (1995),Romance,3
594,19,3,874781004,Antonia's Line (1995),unknown,3
594,100,4,874781004,Fargo (1996),Thriller,4
119,254,2,874781037,Batman & Robin (1997),"Action, Adventure",2
119,1244,3,874781037,Metro (1997),Action,3
594,515,5,874781050,"Boot, Das (1981)","Action, War",5
119,595,3,874781067,"Fan, The (1996)",Thriller,3
119,986,3,874781068,Turbulence (1997),Thriller,3
594,127,4,874781076,"Godfather, The (1972)",Action,4
594,181,3,874781076,Return of the Jedi (1983),"Action, Adventure, Romance, Sci-Fi, War",3
594,14,4,874781173,"Postino, Il (1994)",Romance,4
594,126,3,874781173,"Spitfire Grill, The (1996)",unknown,3
119,1261,4,874781198,"Run of the Country, The (1995)",unknown,4
119,1153,5,874781198,Backbeat (1993),Musical,5
119,492,5,874781198,East of Eden (1955),unknown,5
119,56,4,874781198,Pulp Fiction (1994),unknown,4
119,11,5,874781198,Seven (Se7en) (1995),Thriller,5
594,221,4,874781207,Breaking the Waves (1996),unknown,4
119,96,5,874781257,Terminator 2: Judgment Day (1991),"Action, Sci-Fi, Thriller",5
119,194,5,874781257,"Sting, The (1973)",unknown,5
119,213,5,874781257,"Room with a View, A (1986)",Romance,5
119,174,4,874781303,Raiders of the Lost Ark (1981),"Action, Adventure",4
119,182,4,874781303,GoodFellas (1990),unknown,4
119,168,5,874781351,Monty Python and the Holy Grail (1974),unknown,5
119,82,2,874781352,Jurassic Park (1993),"Action, Adventure, Sci-Fi",2
119,89,4,874781352,Blade Runner (1982),"Film-Noir, Sci-Fi",4
119,511,5,874781407,Lawrence of Arabia (1962),"Adventure, War",5
119,210,5,874781407,Indiana Jones and the Last Crusade (1989),"Action, Adventure",5
119,64,4,874781460,"Shawshank Redemption, The (1994)",unknown,4
119,486,4,874781547,Sabrina (1954),Romance,4
119,1260,5,874781547,Total Eclipse (1995),unknown,5
119,655,5,874781628,Stand by Me (1986),Adventure,5
119,22,4,874781698,Braveheart (1995),"Action, War",4
119,188,4,874781742,Full Metal Jacket (1987),"Action, War",4
119,382,5,874781742,"Adventures of Priscilla, Queen of the Desert, The (1994)",unknown,5
119,31,5,874781779,Crimson Tide (1995),"Thriller, War",5
119,1101,5,874781779,Six Degrees of Separation (1993),Mystery,5
119,87,5,874781829,Searching for Bobby Fischer (1993),unknown,5
119,70,3,874781829,Four Weddings and a Funeral (1994),Romance,3
119,193,4,874781872,"Right Stuff, The (1983)",unknown,4
119,568,4,874781915,Speed (1994),"Action, Romance, Thriller",4
119,12,3,874781915,"Usual Suspects, The (1995)",Thriller,3
119,124,4,874781994,Lone Star (1996),Mystery,4
119,199,5,874781994,"Bridge on the River Kwai, The (1957)",War,5
119,385,5,874781994,True Lies (1994),"Action, Adventure, Romance",5
119,28,5,874782022,Apollo 13 (1995),"Action, Thriller",5
119,154,5,874782022,Monty Python's Life of Brian (1979),unknown,5
119,697,5,874782068,"Basketball Diaries, The (1995)",unknown,5
119,86,4,874782068,"Remains of the Day, The (1993)",unknown,4
119,23,3,874782100,Taxi Driver (1976),Thriller,3
119,658,5,874782127,Pump Up the Volume (1990),unknown,5
119,449,5,874782190,Star Trek: The Motion Picture (1979),"Action, Adventure, Sci-Fi",5
119,716,5,874782190,Home for the Holidays (1995),Romance,5
119,172,4,874782191,"Empire Strikes Back, The (1980)","Action, Adventure, Romance, Sci-Fi, War",4
119,132,5,874782228,"Wizard of Oz, The (1939)","Adventure, Children, Musical",5
594,50,3,874783018,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War",3
594,222,4,874783052,Star Trek: First Contact (1996),"Action, Adventure, Sci-Fi",4
594,15,4,874783052,Mr. Holland's Opus (1995),unknown,4
594,744,3,874783298,Michael Collins (1996),War,3
594,276,3,874783470,Leaving Las Vegas (1995),Romance,3
594,237,3,874784095,Jerry Maguire (1996),Romance,3
23,323,2,874784266,Dante's Peak (1997),"Action, Thriller",2
23,713,4,874784337,Othello (1995),unknown,4
23,181,4,874784337,Return of the Jedi (1983),"Action, Adventure, Romance, Sci-Fi, War",4
23,250,4,874784338,"Fifth Element, The (1997)","Action, Sci-Fi",4
23,7,4,874784385,Twelve Monkeys (1995),Sci-Fi,4
23,14,4,874784440,"Postino, Il (1994)",Romance,4
23,124,5,874784440,Lone Star (1996),Mystery,5
23,919,5,874784440,"City of Lost Children, The (1995)","Adventure, Sci-Fi",5
23,50,4,874784440,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War",4
23,19,4,874784466,Antonia's Line (1995),unknown,4
23,109,3,874784466,Mystery Science Theater 3000: The Movie (1996),Sci-Fi,3
23,116,5,874784466,Cold Comfort Farm (1995),unknown,5
23,13,4,874784497,Mighty Aphrodite (1995),unknown,4
23,408,5,874784538,"Close Shave, A (1995)","Animation, Thriller",5
23,100,5,874784557,Fargo (1996),Thriller,5
23,283,4,874784575,Emma (1996),Romance,4
23,1,5,874784615,Toy Story (1995),"Animation, Children",5
23,224,5,874784638,Ridicule (1996),unknown,5
23,405,4,874784638,Mission: Impossible (1996),"Action, Adventure, Mystery",4
23,151,3,874784668,Willy Wonka and the Chocolate Factory (1971),"Adventure, Children",3
23,546,3,874784668,Broken Arrow (1996),"Action, Thriller",3
23,235,1,874784712,Mars Attacks! (1996),"Action, Sci-Fi, War",1
23,472,2,874784972,Dragonheart (1996),"Action, Adventure, Fantasy",2
23,597,3,874785024,Eraser (1996),"Action, Thriller",3
23,961,5,874785165,Orlando (1993),unknown,5
23,202,3,874785165,Groundhog Day (1993),Romance,3
23,518,5,874785194,Miller's Crossing (1990),unknown,5
23,56,4,874785233,Pulp Fiction (1994),unknown,4
23,357,3,874785233,One Flew Over the Cuckoo's Nest (1975),unknown,3
23,433,5,874785233,Heathers (1989),unknown,5
23,170,4,874785348,Cinema Paradiso (1988),Romance,4
23,522,4,874785447,Down by Law (1986),unknown,4
23,603,4,874785448,Rear Window (1954),"Mystery, Thriller",4
23,8,4,874785474,Babe (1995),Children,4
23,275,5,874785474,Sense and Sensibility (1995),Romance,5
23,175,5,874785526,Brazil (1985),Sci-Fi,5
23,238,5,874785526,Raising Arizona (1987),unknown,5
23,414,3,874785526,My Favorite Year (1982),unknown,3
23,59,4,874785526,Three Colors: Red (1994),unknown,4
23,705,4,874785526,Singin' in the Rain (1952),"Musical, Romance",4
23,96,4,874785551,Terminator 2: Judgment Day (1991),"Action, Sci-Fi, Thriller",4
23,154,3,874785552,Monty Python's Life of Brian (1979),unknown,3
23,89,5,874785582,Blade Runner (1982),"Film-Noir, Sci-Fi",5
23,228,4,874785582,Star Trek: The Wrath of Khan (1982),"Action, Adventure, Sci-Fi",4
23,504,4,874785624,Bonnie and Clyde (1967),unknown,4
23,234,2,874785624,Jaws (1975),"Action, Horror",2
23,55,4,874785624,"Professional, The (1994)","Romance, Thriller",4
23,174,4,874785652,Raiders of the Lost Ark (1981),"Action, Adventure",4
23,213,3,874785675,"Room with a View, A (1986)",Romance,3
23,214,3,874785701,Pink Floyd - The Wall (1982),"Musical, War",3
23,479,5,874785728,Vertigo (1958),"Mystery, Thriller",5
23,183,3,874785728,Alien (1979),"Action, Horror, Sci-Fi, Thriller",3
23,185,4,874785756,Psycho (1960),"Horror, Romance, Thriller",4
23,132,4,874785756,"Wizard of Oz, The (1939)","Adventure, Children, Musical",4
23,230,4,874785809,Star Trek IV: The Voyage Home (1986),"Action, Adventure, Sci-Fi",4
23,1006,3,874785809,Until the End of the World (Bis ans Ende der Welt) (1991),Sci-Fi,3
23,171,5,874785809,Delicatessen (1991),Sci-Fi,5
23,32,3,874785809,Crumb (1994),unknown,3
23,176,3,874785843,Aliens (1986),"Action, Sci-Fi, Thriller, War",3
23,463,4,874785843,"Secret of Roan Inish, The (1994)",Adventure,4
23,512,5,874785843,Wings of Desire (1987),Romance,5
23,209,5,874785843,This Is Spinal Tap (1984),Musical,5
23,642,3,874785843,"Grifters, The (1990)",Film-Noir,3
23,710,4,874785889,Better Off Dead... (1985),unknown,4
23,172,4,874785889,"Empire Strikes Back, The (1980)","Action, Adventure, Romance, Sci-Fi, War",4
23,83,4,874785926,Much Ado About Nothing (1993),Romance,4
23,527,4,874785926,Gandhi (1982),unknown,4
23,652,4,874785926,Rosencrantz and Guildenstern Are Dead (1990),unknown,4
23,144,3,874785926,Die Hard (1988),"Action, Thriller",3
23,102,3,874785957,"Aristocats, The (1970)","Animation, Children",3
23,367,4,874785957,Clueless (1995),unknown,4
23,79,4,874785957,"Fugitive, The (1993)","Action, Thriller",4
23,189,5,874785985,"Grand Day Out, A (1992)",Animation,5
23,194,4,874786016,"Sting, The (1973)",unknown,4
23,98,5,874786016,"Silence of the Lambs, The (1991)",Thriller,5
23,418,4,874786037,Cinderella (1950),"Animation, Children, Musical",4
23,143,3,874786066,"Sound of Music, The (1965)",Musical,3
23,134,4,874786098,Citizen Kane (1941),unknown,4
23,99,4,874786098,Snow White and the Seven Dwarfs (1937),"Animation, Children, Musical",4
23,387,3,874786098,"Age of Innocence, The (1993)",unknown,3
23,629,4,874786098,Victor/Victoria (1982),Musical,4
23,204,3,874786122,Back to the Future (1985),Sci-Fi,3
23,133,4,874786220,Gone with the Wind (1939),"Romance, War",4
23,95,4,874786220,Aladdin (1992),"Animation, Children, Musical",4
23,145,3,874786244,"Lawnmower Man, The (1992)","Action, Sci-Fi, Thriller",3
276,258,5,874786337,Contact (1997),Sci-Fi,5
276,300,4,874786338,Air Force One (1997),"Action, Thriller",4
276,328,4,874786366,Conspiracy Theory (1997),"Action, Mystery, Romance, Thriller",4
276,294,4,874786366,Liar Liar (1997),unknown,4
276,323,3,874786392,Dante's Peak (1997),"Action, Thriller",3
276,322,3,874786392,Murder at 1600 (1997),"Mystery, Thriller",3
276,288,4,874786392,Scream (1996),"Horror, Thriller",4
276,358,3,874786419,Spawn (1997),"Action, Adventure, Sci-Fi, Thriller",3
276,325,3,874786419,Crash (1996),Thriller,3
276,324,4,874786419,Lost Highway (1997),Mystery,4
276,678,3,874786419,Volcano (1997),Thriller,3
23,153,4,874786438,"Fish Called Wanda, A (1988)",unknown,4
276,260,3,874786439,Event Horizon (1997),"Action, Mystery, Sci-Fi, Thriller",3
913,4,4,874786460,Get Shorty (1995),Action,4
23,385,4,874786462,True Lies (1994),"Action, Adventure, Romance",4
276,298,5,874786467,Face/Off (1997),"Action, Sci-Fi, Thriller",5
276,508,5,874786467,"People vs. Larry Flynt, The (1996)",unknown,5
276,919,4,874786467,"City of Lost Children, The (1995)","Adventure, Sci-Fi",4
276,408,5,874786467,"Close Shave, A (1995)","Animation, Thriller",5
23,423,3,874786488,E.T. the Extra-Terrestrial (1982),"Children, Fantasy, Sci-Fi",3
276,181,5,874786488,Return of the Jedi (1983),"Action, Adventure, Romance, Sci-Fi, War",5
23,211,4,874786512,M*A*S*H (1970),War,4
23,70,2,874786513,Four Weddings and a Funeral (1994),Romance,2
276,273,4,874786517,Heat (1995),"Action, Thriller",4
276,7,5,874786517,Twelve Monkeys (1995),Sci-Fi,5
276,628,4,874786538,Sleepers (1996),unknown,4
276,127,5,874786568,"Godfather, The (1972)",Action,5
276,151,5,874786568,Willy Wonka and the Chocolate Factory (1971),"Adventure, Children",5
276,1,5,874786568,Toy Story (1995),"Animation, Children",5
276,117,4,874786568,"Rock, The (1996)","Action, Adventure, Thriller",4
276,546,3,874786568,Broken Arrow (1996),"Action, Thriller",3
